LotFrontage,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,TotalBathrooms,TotalSF,HouseAge,RemodAge,PricePerSF,SalePrice
80.0,6,1965,1965,0.0,3,1,3,892,1136,4,1136,0,1136,1,3,5,1,2,1965.0,1,1,384,426,0,2,2272,43,43,61.61971830985915,140000
24.0,6,1978,1978,0.0,3,1,3,311,855,4,855,586,1441,2,3,7,1,4,1978.0,2,2,440,28,0,3,2296,31,31,64.67770034843205,148500
60.0,4,1900,1950,0.0,3,0,3,0,1095,1,1095,679,1774,2,3,8,0,5,1920.0,2,3,779,0,0,3,2869,106,56,30.324154757755316,87000
52.0,5,1924,2006,0.0,2,0,3,0,768,0,792,0,792,1,2,5,0,5,1924.0,2,1,240,316,0,1,1560,85,3,70.1923076923077,109500
80.0,8,2008,2008,464.0,2,2,0,0,2046,0,2046,0,2046,2,2,7,1,2,2008.0,0,3,834,322,82,3,4092,1,1,91.03128054740958,372500
69.0,5,1961,1961,57.0,3,1,3,827,988,4,988,0,988,1,3,5,0,5,1963.0,2,2,572,0,0,2,1976,46,46,65.03036437246963,128500
50.0,6,1980,1980,0.0,3,1,2,543,923,4,923,0,923,2,3,5,1,4,1980.0,1,1,264,80,0,2,1846,30,30,77.46478873239437,143000
55.0,5,1932,2000,0.0,3,0,3,182,793,0,848,672,1520,1,3,6,0,5,1968.0,2,1,281,0,0,1,2313,77,9,68.92952875054043,159434
69.0,6,1996,1997,0.0,3,2,2,1003,1291,0,1291,0,1291,1,2,6,1,2,1996.0,2,2,431,307,0,2,2582,12,11,67.00232378001549,173000
90.0,9,2002,2002,215.0,2,2,2,1059,1626,0,1668,0,1668,2,2,7,1,4,2002.0,0,3,702,257,45,3,3294,5,5,86.52094717668488,285000
58.0,7,1998,1998,30.0,2,2,2,0,1195,2,1195,644,1839,2,3,7,0,5,1998.0,0,2,486,0,81,3,3034,12,12,72.84113381674358,221000
69.0,7,1984,1984,0.0,2,1,2,828,1190,2,1190,900,2090,2,2,6,1,4,1984.0,0,2,577,219,0,3,3280,23,23,63.26219512195122,207500
84.0,7,2007,2007,0.0,2,2,2,0,874,0,874,887,1761,3,2,7,0,5,2007.0,0,2,578,144,105,3,2635,0,0,86.48007590132828,227875
69.0,7,2004,2004,0.0,2,2,2,239,551,0,551,551,1102,2,2,4,0,5,2004.0,2,2,480,0,60,3,1653,3,3,90.01814882032667,148800
60.0,8,2007,2007,0.0,2,2,2,945,1419,0,1419,0,1419,2,2,7,1,2,2007.0,1,2,567,140,0,3,2838,0,0,138.12544045102186,392000
61.0,6,2005,2006,256.0,2,2,2,20,1362,0,1362,0,1362,2,2,6,1,2,2005.0,1,2,460,192,28,2,2724,2,1,71.47577092511013,194700
69.0,6,2004,2004,147.0,2,2,2,697,848,0,848,0,848,1,2,3,1,4,2004.0,1,2,420,149,0,2,1696,4,4,83.13679245283019,141000
104.0,10,1994,1995,1170.0,0,2,0,1455,2444,0,2444,1872,4316,3,0,10,2,0,1994.0,0,3,832,382,50,5,6760,13,12,111.68639053254438,755000
42.0,7,1989,1990,293.0,2,2,2,965,1210,0,1238,1281,2519,2,2,9,2,2,1989.0,1,2,628,320,27,4,3729,17,16,89.83641727004559,335000
60.0,5,1921,1968,0.0,3,0,3,0,1073,0,1073,0,1073,1,3,4,0,5,1968.0,2,1,326,0,0,1,2146,85,38,50.549860205032616,108480
51.0,5,1936,1950,0.0,3,0,3,0,927,4,1067,472,1539,1,3,5,0,5,1995.0,2,2,576,112,0,2,2466,73,59,57.38037307380373,141500
54.0,6,1987,1987,72.0,3,1,2,980,1112,2,1137,0,1137,2,2,5,1,4,1987.0,2,2,551,125,0,3,2249,19,19,78.25700311249444,176000
50.0,5,1921,1950,0.0,3,1,3,616,616,2,616,0,616,1,3,4,0,5,1921.0,2,1,205,0,0,1,1232,85,56,72.24025974025975,89000
57.0,5,1952,1952,0.0,3,2,0,210,980,1,1148,0,1148,1,3,6,0,5,1952.0,2,1,308,0,0,2,2128,54,54,58.035714285714285,123500
65.0,5,1965,2009,0.0,3,1,3,553,894,0,894,0,894,1,3,5,1,2,1973.0,2,1,336,416,144,2,1788,45,1,77.46085011185683,138500
59.0,7,2004,2004,0.0,2,2,2,16,1391,0,1391,0,1391,2,2,5,0,5,2004.0,1,2,530,156,158,2,2782,4,4,70.4529115744069,196000
85.0,8,2002,2002,630.0,2,2,0,1274,1800,0,1800,0,1800,2,2,7,1,2,2002.0,0,3,765,270,78,3,3600,4,4,86.80555555555556,312500
80.0,7,1969,1969,168.0,3,1,3,0,1164,4,1164,0,1164,1,3,6,0,5,1969.0,2,2,528,0,0,2,2328,37,37,60.13745704467354,140000
82.0,8,2006,2006,466.0,0,2,0,0,1234,0,1264,1312,2576,2,0,10,1,2,2006.0,0,3,666,324,100,3,3810,0,0,94.99186351706037,361919
76.0,5,1900,1996,0.0,3,0,2,0,360,2,1032,780,1812,2,2,8,1,3,1999.0,2,2,672,344,0,2,2172,110,14,64.45672191528546,140000
70.0,7,2004,2005,109.0,2,2,2,712,1473,0,1484,0,1484,2,2,7,0,5,2004.0,1,2,606,0,35,3,2957,6,5,72.03246533648968,213000
70.0,4,1930,1950,0.0,1,3,3,0,0,1,372,720,1092,2,1,7,0,5,1980.0,2,0,0,0,0,2,1092,80,60,50.366300366300365,55000
69.0,7,1971,2002,351.0,3,1,2,1219,1643,4,1824,0,1824,2,2,5,2,4,1971.0,2,2,739,380,48,3,3467,36,5,87.10700894144794,302000
48.0,8,2006,2006,176.0,2,2,2,863,1324,0,1324,0,1324,2,2,6,1,2,2006.0,0,2,550,192,38,3,2648,3,3,95.9214501510574,254000
65.0,7,2007,2007,0.0,2,2,2,0,728,0,728,728,1456,2,2,8,1,2,2007.0,0,2,400,100,24,3,2184,0,0,82.20695970695971,179540
69.0,5,1966,1966,41.0,3,2,3,0,876,4,904,0,904,1,3,6,0,5,1966.0,2,1,408,0,0,1,1780,42,42,61.741573033707866,109900
56.0,3,1935,2003,0.0,2,1,3,0,270,2,729,0,729,1,3,5,0,5,1980.0,2,0,0,0,0,1,999,73,5,52.052052052052055,52000
66.0,4,1900,1950,0.0,3,4,3,0,859,2,859,319,1178,1,3,7,0,5,1964.0,1,1,384,68,0,1,2037,110,60,50.45459008345606,102776
40.0,8,1988,1989,0.0,2,2,2,767,1228,2,1228,0,1228,2,2,5,1,2,1988.0,0,2,472,168,120,3,2456,20,19,76.9543973941368,189000
60.0,4,1970,1970,160.0,3,1,3,789,960,4,960,0,960,1,3,6,0,5,1970.0,2,2,576,0,288,2,1920,36,36,67.1875,129000
69.0,6,1976,2005,289.0,2,1,3,533,725,0,725,754,1479,2,2,6,0,5,1976.0,1,2,475,0,44,3,2204,34,5,59.21052631578947,130500
78.0,6,1974,1974,174.0,3,1,2,0,1064,4,1350,0,1350,2,3,7,1,4,1974.0,1,2,478,0,0,2,2414,35,35,68.35128417564209,165000
60.0,7,1890,1998,0.0,3,0,3,0,718,0,1576,978,2554,1,3,8,0,5,1996.0,2,2,704,0,48,2,3272,117,9,48.74694376528117,159500
80.0,5,1973,2000,0.0,3,1,2,1084,1176,2,1178,0,1178,1,2,5,1,1,1973.0,2,2,439,224,0,3,2354,35,8,66.69498725573492,157000
96.0,7,1993,1994,651.0,2,2,2,1173,1311,0,1325,1093,2418,2,2,9,1,4,1993.0,1,3,983,250,154,4,3729,15,14,91.44542772861357,341000
69.0,5,1969,1969,0.0,3,1,2,523,971,4,971,0,971,1,3,5,1,3,1969.0,2,1,300,0,0,2,1942,37,37,66.16889804325437,128500
69.0,8,1985,1985,0.0,2,2,2,1148,1742,4,1742,0,1742,2,2,5,1,4,1985.0,1,2,564,114,28,3,3484,21,21,78.93226176808267,275000
69.0,6,2004,2004,169.0,2,2,2,662,848,0,848,0,848,1,2,3,0,5,2004.0,1,2,420,160,0,2,1696,6,6,84.31603773584905,143000
70.0,4,1970,1970,0.0,3,1,3,191,864,0,864,0,864,1,3,5,0,5,1994.0,2,2,463,0,0,1,1728,39,39,72.04861111111111,124500
60.0,4,1954,1972,0.0,3,2,3,0,941,0,997,473,1470,2,3,7,0,5,1958.0,2,1,548,0,0,2,2411,54,36,55.993363749481546,135000
86.0,9,2007,2008,340.0,0,2,0,1234,1698,0,1698,0,1698,2,0,8,1,2,2007.0,0,3,768,327,64,3,3396,2,1,94.22850412249706,320000
60.0,4,1970,1970,0.0,3,1,3,375,864,4,864,0,864,1,2,5,0,5,1989.0,2,2,660,96,0,1,1728,39,39,69.73379629629629,120500
69.0,6,1988,2007,260.0,2,1,2,808,880,0,1680,0,1680,2,2,5,1,2,1988.0,0,2,540,292,44,3,2560,21,2,86.71875,222000
64.0,7,2007,2007,82.0,2,2,2,724,1232,0,1232,0,1232,2,2,6,0,5,2007.0,1,2,632,132,0,3,2464,2,2,78.93668831168831,194500
85.0,5,1958,1958,95.0,3,1,3,0,1584,4,1776,0,1776,2,3,9,0,5,1968.0,2,3,888,0,25,3,3360,51,51,32.73809523809524,110000
52.0,4,1925,1950,0.0,3,1,3,152,780,4,848,0,1208,1,3,5,0,5,1962.0,2,2,539,0,23,1,1988,84,59,51.81086519114688,103000
39.0,8,1995,1996,0.0,2,2,2,1180,1595,0,1616,0,1616,2,2,5,1,4,1995.0,1,2,608,237,152,3,3211,15,14,73.65306758019308,236500
73.0,7,2003,2003,442.0,2,2,0,786,868,0,1146,0,1146,2,2,6,1,2,2003.0,0,2,438,160,22,3,2014,4,4,93.09831181727904,187500
75.0,7,1998,1999,202.0,2,2,2,252,1153,0,1153,878,2031,2,2,8,1,4,1998.0,0,2,541,192,84,3,3184,10,9,69.88065326633166,222500
80.0,5,1961,1983,0.0,3,1,3,594,864,0,1144,0,1144,1,3,6,1,4,1961.0,1,1,264,165,0,2,2008,48,26,65.43824701195219,131400
69.0,5,1968,1968,0.0,3,2,3,0,948,4,948,0,948,1,3,6,0,5,1968.0,2,1,300,147,0,1,1896,39,39,56.962025316455694,108000
60.0,7,1914,1970,0.0,3,0,2,390,880,1,880,888,1768,1,3,6,2,4,1914.0,2,2,320,0,341,2,2648,92,36,61.5558912386707,163000
60.0,3,1950,1950,0.0,3,1,3,0,0,2,1040,0,1040,2,3,6,0,5,1949.0,2,2,400,0,0,2,1040,56,56,89.90384615384616,93500
72.0,8,2005,2005,0.0,2,2,2,0,893,0,901,900,1801,2,2,8,1,2,2005.0,0,3,800,0,116,3,2694,1,1,89.04974016332591,239900
60.0,5,1987,1988,0.0,3,1,2,1200,1200,4,1200,0,1200,3,3,5,0,5,1980.0,2,0,0,120,0,6,2400,22,21,74.58333333333333,179000
65.0,7,2004,2004,0.0,2,2,2,0,864,0,864,864,1728,2,2,7,0,5,2004.0,1,2,572,187,56,3,2592,5,5,73.30246913580247,190000
60.0,5,1910,2002,0.0,3,0,1,0,264,0,768,664,1432,2,3,7,0,5,1910.0,2,2,360,270,0,2,1696,97,5,77.83018867924528,132000
65.0,6,1961,1996,0.0,3,1,3,832,912,2,912,0,912,1,2,5,0,5,1962.0,2,1,288,168,0,3,1824,47,12,77.85087719298245,142000
65.0,7,2000,2001,108.0,3,2,2,0,1349,0,1349,0,1349,2,3,6,0,5,2000.0,2,2,539,120,55,2,2698,7,6,66.34544106745737,179000
70.0,5,1963,1999,0.0,3,1,2,444,520,0,1464,0,1464,2,3,6,1,4,1997.0,1,2,480,302,0,3,1984,46,10,88.20564516129032,175000
41.0,8,1993,1993,0.0,2,2,2,733,1337,2,1337,0,1337,2,2,5,1,4,1993.0,1,2,462,96,0,3,2674,15,15,67.31488406881077,180000
69.0,8,1976,1996,289.0,0,1,3,575,1142,0,1175,1540,2715,3,2,11,2,4,1994.0,0,2,831,0,204,5,3857,32,12,77.72880477054706,299800
69.0,7,2000,2000,0.0,2,2,2,300,952,0,980,1276,2256,2,2,8,1,4,2000.0,0,2,554,224,54,3,3208,9,9,73.56608478802993,236000
65.0,7,1880,2003,0.0,2,4,3,0,1240,4,1320,1320,2640,1,2,8,1,2,1950.0,2,4,864,181,0,2,3880,129,6,68.55128865979381,265979
59.0,7,1996,1996,338.0,2,2,2,919,1720,0,1720,0,1720,2,2,7,1,4,1996.0,0,2,527,240,56,3,3440,14,14,75.69767441860465,260400
50.0,4,1945,1950,0.0,3,3,3,0,0,4,1088,441,1529,2,3,9,0,5,1945.0,2,1,240,92,0,2,1529,64,59,64.09417920209287,98000
55.0,4,1910,2004,0.0,3,0,3,0,576,2,792,348,1140,1,3,7,0,5,1980.0,2,0,0,0,160,1,1716,100,6,56.235431235431236,96500
69.0,7,2003,2003,0.0,2,2,2,0,660,0,660,660,1320,2,2,6,0,5,2003.0,0,2,400,0,48,3,1980,4,4,81.81818181818181,162000
79.0,6,1997,1997,0.0,3,2,2,1200,1479,0,1494,0,1494,2,2,6,0,5,1997.0,1,2,576,168,27,3,2973,9,9,72.99024554322233,217000
80.0,8,2005,2005,178.0,2,2,2,0,1030,2,1038,1060,2098,2,0,8,1,2,2005.0,1,3,878,192,52,3,3128,1,1,88.07544757033249,275500
61.0,6,1969,2005,0.0,3,1,3,439,1026,2,1026,0,1026,1,2,5,0,5,1969.0,1,2,440,171,48,2,2052,40,4,76.0233918128655,156000
34.0,6,1999,1999,894.0,3,2,2,381,729,2,742,729,1471,2,3,6,0,5,1999.0,2,2,440,0,24,3,2200,10,10,78.4090909090909,172500
68.0,8,2007,2007,0.0,2,2,2,20,866,0,866,902,1768,2,2,7,0,5,2007.0,1,2,578,144,105,3,2634,2,2,80.48595292331055,212000
69.0,6,1978,1978,328.0,3,1,3,438,672,4,672,714,1386,2,3,6,1,4,1978.0,0,2,440,335,0,3,2058,32,32,77.21088435374149,158900
24.0,7,1999,1999,360.0,3,2,2,549,744,2,757,744,1501,2,3,6,0,5,1999.0,2,2,440,0,0,3,2245,9,9,79.9109131403118,179400
65.0,8,1995,1995,513.0,2,2,2,56,1318,0,1328,1203,2531,2,2,9,1,4,1995.0,1,3,752,222,98,3,3849,12,12,75.3442452585087,290000
70.0,6,1959,1959,0.0,3,1,3,612,864,0,864,0,864,1,3,5,0,5,2008.0,2,1,300,0,0,1,1728,50,50,73.78472222222223,127500
60.0,5,1924,1950,0.0,3,2,3,405,1145,4,1301,0,1301,1,1,5,0,5,1965.0,2,2,440,0,0,1,2446,85,59,40.88307440719542,100000
72.0,7,2009,2009,0.0,3,2,2,24,756,0,764,783,1547,2,2,7,0,5,2009.0,2,2,614,169,45,3,2303,1,1,93.4433347807208,215200
82.0,8,1999,1999,673.0,2,2,2,1163,1252,0,1268,1097,2365,2,2,8,1,2,1999.0,1,3,856,0,128,4,3617,10,10,93.17113630080176,337000
30.0,8,1995,1996,0.0,2,2,2,437,1494,0,1494,0,1494,1,0,6,1,2,1995.0,0,2,481,0,30,3,2988,11,10,90.36144578313252,270000
75.0,9,2008,2008,284.0,2,2,2,0,1498,0,1506,0,1506,2,0,6,1,2,2008.0,0,2,592,0,174,2,3004,0,0,87.92676431424766,264132
80.0,7,1988,1988,42.0,3,1,2,394,980,4,980,734,1714,2,3,7,1,4,1988.0,2,2,496,228,66,3,2694,22,22,72.93986636971047,196500
75.0,6,1940,1985,0.0,3,1,2,660,983,0,983,767,1750,2,3,7,0,5,1989.0,2,1,423,245,0,3,2733,68,23,58.543724844493234,160000
70.0,7,2004,2005,0.0,2,2,2,24,1860,0,1836,0,1836,2,2,8,1,2,2004.0,0,2,484,120,33,2,3696,2,1,58.66801948051948,216837
47.0,8,2003,2003,603.0,0,2,2,1416,1650,0,1690,1589,3279,3,0,12,1,2,2003.0,0,3,841,503,36,5,4929,7,7,109.14992899168189,538000
69.0,5,1982,1982,0.0,3,1,2,685,858,4,858,0,858,1,3,5,0,5,1983.0,2,2,576,120,0,2,1716,27,27,78.61305361305361,134900
67.0,4,1951,1951,0.0,3,1,1,836,836,4,1220,0,1220,1,3,6,0,5,1951.0,2,2,396,0,0,1,2056,55,55,49.61089494163424,102000
94.0,6,1976,1976,0.0,3,1,3,422,1029,4,1117,0,1117,1,3,6,1,4,1976.0,2,2,672,144,0,2,2146,34,34,49.86020503261883,107000
70.0,5,1958,1958,1.0,3,1,3,456,912,0,912,0,912,1,3,5,0,5,1958.0,1,1,275,0,0,1,1824,49,49,62.77412280701754,114500
110.0,8,2006,2006,375.0,2,2,2,0,1935,2,1973,0,1973,2,2,9,1,2,2006.0,0,3,895,315,45,2,3908,1,1,101.07471852610031,395000
32.0,6,1998,1998,320.0,3,2,0,866,1204,0,1204,0,1204,2,3,5,0,5,1998.0,0,2,412,0,247,3,2408,11,11,67.27574750830564,162000
86.0,7,2005,2006,240.0,2,2,2,20,1614,0,1614,0,1614,2,2,7,0,5,2005.0,1,3,865,144,59,2,3228,1,0,68.61833952912019,221500
100.0,5,1974,1974,0.0,3,1,3,762,864,4,894,0,894,1,3,5,1,1,1974.0,2,2,440,241,0,2,1758,32,32,81.0580204778157,142500
60.0,5,1977,1977,320.0,3,3,3,0,0,4,2020,0,2020,2,3,10,2,4,1977.0,2,2,630,0,0,2,2020,30,30,71.2871287128713,144000
78.0,6,1977,1977,90.0,3,1,2,975,975,4,1004,0,1004,1,3,4,0,5,1977.0,2,2,504,0,0,2,1979,29,29,68.21627084386054,135000
63.0,7,1995,1996,38.0,3,2,2,0,1237,2,1253,0,1253,2,3,6,1,4,1995.0,0,2,402,220,21,2,2490,12,11,70.68273092369478,176000
65.0,6,1992,1992,0.0,2,2,2,387,761,0,810,793,1603,2,2,7,0,5,1992.0,1,2,484,0,124,3,2364,14,14,74.4077834179357,175900
67.0,7,2001,2002,0.0,2,2,2,0,1413,0,1430,0,1430,2,2,6,0,5,2001.0,1,2,605,0,33,2,2843,8,7,65.81076327822723,187100
69.0,5,1978,1978,104.0,3,2,2,1097,1097,0,1110,0,1110,1,2,4,1,4,1978.0,0,2,602,303,30,2,2207,31,31,74.98867240598096,165500
35.0,6,1914,2001,0.0,3,1,3,0,742,0,742,742,1484,2,3,9,1,2,1980.0,2,0,0,0,291,2,2226,94,7,57.502246181491465,128000
69.0,6,1967,1967,0.0,3,1,3,251,1372,4,1342,0,1342,2,3,7,1,2,1967.0,2,2,457,0,0,2,2714,42,42,59.50626381724392,161500
60.0,5,1915,1950,0.0,3,2,1,686,686,4,966,686,1652,2,3,7,0,5,1961.0,2,1,416,0,0,3,2338,95,60,59.452523524379814,139000
76.0,7,2004,2004,0.0,2,2,2,656,956,0,956,1128,2084,2,2,8,0,5,2004.0,1,2,618,0,45,4,3040,6,6,76.64473684210526,233000
50.0,4,1954,2000,0.0,3,1,3,0,901,0,901,0,901,1,3,4,0,5,1954.0,2,1,281,0,0,1,1802,54,8,59.87791342952275,107900
69.0,6,1966,2007,157.0,3,1,3,568,832,2,976,1111,2087,2,2,9,0,5,1966.0,0,2,444,133,168,3,2919,41,0,64.23432682425488,187500
43.0,7,2005,2006,11.0,2,2,2,16,1145,0,1145,0,1145,2,2,5,1,2,2005.0,0,2,397,100,16,2,2290,4,3,69.95633187772926,160200
69.0,6,1976,1976,0.0,3,2,2,539,1029,4,1062,0,1062,1,3,5,2,4,1976.0,1,2,539,120,0,2,2091,31,31,70.20564323290291,146800
92.0,7,1996,1997,0.0,2,2,2,862,1117,0,1127,886,2013,2,3,8,1,4,1997.0,2,2,455,180,130,4,3130,11,10,86.19488817891374,269790
76.0,8,2007,2007,140.0,2,2,2,0,1496,0,1496,0,1496,2,2,7,0,5,2007.0,0,2,474,168,130,2,2992,0,0,75.20053475935829,225000
69.0,7,1994,1996,0.0,2,2,2,0,712,0,1086,809,1895,2,2,7,1,4,1994.0,0,2,409,143,46,3,2607,14,12,74.60682777138473,194500
70.0,6,1980,1981,130.0,3,1,2,0,650,4,888,676,1564,2,3,7,1,4,1980.0,2,2,476,0,50,3,2214,30,29,77.23577235772358,171000
71.0,6,1977,1977,148.0,3,1,3,0,660,0,1285,0,1285,1,3,7,1,4,1977.0,1,2,528,138,0,2,1945,30,30,73.7789203084833,143500
57.0,5,1953,1953,0.0,3,1,3,570,773,2,773,0,773,1,3,4,0,5,1953.0,2,1,240,0,0,1,1546,55,55,71.15135834411385,110000
104.0,9,2008,2009,860.0,0,2,0,0,1926,0,1966,1174,3140,3,0,11,2,2,2009.0,0,3,820,144,78,4,5066,1,0,95.73628108961705,485000
60.0,5,1937,1950,252.0,3,0,2,569,731,0,981,787,1768,1,2,7,2,4,1939.0,2,1,240,0,0,3,2499,70,57,70.0280112044818,175000
79.0,6,1997,1997,0.0,3,2,2,462,616,2,616,1072,1688,2,2,8,0,5,1997.0,1,2,603,403,114,4,2304,11,11,86.80555555555556,200000
40.0,4,1916,1990,0.0,3,1,3,197,1196,0,1196,0,1196,1,3,5,0,5,1957.0,2,2,440,0,0,2,2392,91,17,45.94481605351171,109900
63.0,7,2005,2005,0.0,2,2,2,648,728,0,728,728,1456,2,2,7,1,2,2005.0,0,2,410,36,18,4,2184,3,3,86.53846153846153,189000
107.0,9,2008,2009,424.0,0,2,0,0,1734,0,1734,1088,2822,3,0,12,1,2,2009.0,1,3,1020,52,170,4,4556,1,0,127.94841966637401,582933
75.0,5,1954,1954,0.0,3,1,3,812,936,4,1128,0,1128,1,3,5,0,5,1954.0,2,1,286,0,0,1,2064,52,52,57.17054263565891,118000
91.0,7,2008,2008,256.0,2,2,2,0,1417,0,1428,0,1428,2,0,6,0,5,2008.0,1,2,554,0,60,2,2845,0,0,80.02811950790861,227680
75.0,5,1967,1967,0.0,3,2,3,400,980,2,980,0,980,2,3,6,0,5,1967.0,0,1,384,68,0,2,1960,39,39,69.13265306122449,135500
144.0,5,1923,2004,0.0,3,1,3,1309,1324,0,1072,504,1576,1,2,6,1,4,1923.0,1,2,528,0,312,4,2900,86,5,77.06896551724138,223500
85.0,5,1966,1966,1047.0,3,1,3,516,1024,4,1086,0,1086,1,3,6,1,2,1966.0,1,2,484,0,0,2,2110,40,40,75.80568720379146,159950
90.0,5,1898,1965,0.0,3,2,3,0,849,4,1075,1063,2138,2,3,11,0,5,1910.0,2,2,360,40,156,2,2987,111,44,35.48711081352528,106000
78.0,6,1974,1999,99.0,3,1,3,663,1040,1,1309,0,1309,1,2,5,1,1,1974.0,1,2,484,265,0,3,2349,32,7,77.05406555981268,181000
69.0,6,2004,2004,169.0,2,2,2,662,848,0,848,0,848,1,2,4,1,2,2004.0,0,2,420,140,0,2,1696,4,4,85.2004716981132,144500
66.0,5,1952,1952,0.0,1,1,3,0,540,4,1044,0,1044,1,1,4,0,5,1952.0,2,2,504,0,0,1,1584,58,58,35.34911616161616,55993
75.0,6,1958,1958,243.0,3,1,3,608,1442,2,1442,0,1442,1,3,7,0,5,1958.0,1,1,301,0,0,2,2884,49,49,54.750346740638,157900
45.0,5,1918,1950,0.0,3,0,3,0,686,2,686,564,1250,1,1,7,0,5,1955.0,2,1,280,207,0,3,1936,88,56,59.917355371900825,116000
48.0,7,1998,1998,442.0,3,2,2,0,1649,0,1661,0,1661,2,2,6,0,5,1998.0,1,2,598,0,34,2,3310,12,12,67.94561933534743,224900
69.0,5,1954,1954,0.0,3,1,3,486,1008,2,1008,0,1008,1,3,4,1,2,1954.0,1,1,275,0,0,1,2016,52,52,67.9563492063492,137000
69.0,8,2002,2002,148.0,2,2,2,1218,1568,0,1689,0,1689,2,2,7,2,2,2002.0,1,3,857,150,59,3,3257,6,6,83.20540374577833,271000
80.0,6,1971,1971,80.0,3,1,3,504,1010,2,1052,0,1052,1,3,6,0,5,1971.0,2,2,440,0,0,2,2062,39,39,75.16973811833172,155000
44.0,7,2009,2010,128.0,2,2,2,733,1358,0,1358,0,1358,2,2,6,1,2,2010.0,1,2,484,192,35,3,2716,1,0,82.47422680412372,224000
72.0,7,2003,2003,0.0,2,2,2,0,798,0,798,842,1640,2,2,6,0,5,2003.0,1,2,595,0,45,3,2438,5,5,75.06152584085316,183000
60.0,4,1953,1953,0.0,1,1,1,0,936,4,936,0,936,1,3,4,0,5,1974.0,2,2,576,0,32,1,1872,56,56,49.67948717948718,93000
69.0,7,2003,2003,0.0,2,2,2,0,847,0,847,886,1733,2,2,7,1,2,2003.0,0,2,433,100,48,3,2580,4,4,87.20930232558139,225000
60.0,6,1940,1950,0.0,3,0,3,0,778,4,944,545,1489,2,3,7,1,2,1940.0,2,1,240,335,0,2,2267,69,59,61.53506837229819,139500
81.0,8,2006,2006,0.0,2,2,2,0,1489,0,1489,0,1489,2,2,7,1,2,2006.0,1,2,776,0,140,2,2978,0,0,78.10611148421759,232600
114.0,10,2007,2008,816.0,0,2,0,1636,2078,0,2084,0,2084,2,0,7,1,2,2007.0,0,3,1220,188,45,3,4162,1,0,92.5036040365209,385000
50.0,5,1924,1950,0.0,3,0,3,784,784,2,784,0,784,1,2,5,0,5,1980.0,2,0,0,0,0,2,1568,84,58,69.83418367346938,109500
65.0,7,2001,2001,0.0,2,2,2,20,1454,0,1434,0,1434,2,2,6,1,4,2001.0,1,2,527,290,39,2,2888,8,8,65.4432132963989,189000
69.0,5,1967,1967,0.0,3,2,3,249,1013,4,1160,966,2126,2,3,7,0,5,1967.0,0,2,538,486,0,4,3139,42,42,58.93596686842944,185000
24.0,7,2005,2005,0.0,2,2,2,0,600,0,520,623,1223,2,2,4,0,5,2005.0,1,2,480,0,166,3,1823,1,1,80.85573230938014,147400
80.0,6,1957,1957,387.0,3,1,3,1040,1392,4,1392,0,1392,1,3,6,2,2,1957.0,1,2,458,0,0,3,2784,51,51,59.62643678160919,166000
30.0,7,2005,2005,0.0,3,2,2,0,600,0,520,600,1200,2,2,4,0,5,2005.0,1,2,480,0,166,3,1800,1,1,83.88888888888889,151000
44.0,7,2003,2003,223.0,2,2,2,483,941,0,941,888,1829,2,2,7,1,4,2003.0,1,2,613,192,39,4,2770,7,7,85.5595667870036,237000
100.0,6,1964,1964,180.0,3,1,3,196,1516,4,1516,0,1516,1,3,6,0,5,1964.0,1,2,472,0,0,2,3032,45,45,55.07915567282322,167000
75.0,5,1961,1961,136.0,3,1,3,572,1144,2,1144,0,1144,1,3,6,0,5,1961.0,2,2,456,0,0,2,2288,47,47,61.16695804195804,139950
60.0,4,1950,1995,0.0,3,1,2,442,1067,4,1067,0,1067,2,2,4,0,5,1996.0,2,2,436,290,0,2,2134,60,15,59.98125585754452,128000
90.0,5,1948,1973,0.0,3,0,3,338,1559,2,1559,0,1559,1,3,5,0,5,1948.0,2,2,812,0,116,2,3118,59,34,49.230275817831945,153500
21.0,6,1973,1973,158.0,3,1,3,330,483,4,483,504,987,1,3,5,0,5,1973.0,2,1,264,0,0,3,1470,35,35,68.02721088435374,100000
75.0,5,1995,2006,0.0,3,2,2,0,1099,0,1099,0,1099,1,2,6,0,5,1999.0,2,1,352,278,0,2,2198,13,2,65.51410373066425,144000
70.0,5,1946,1995,0.0,3,1,3,352,768,0,768,432,1200,1,3,6,0,5,1946.0,2,1,240,0,0,1,1968,62,13,66.3109756097561,130500
69.0,6,1925,1950,0.0,3,0,3,156,672,4,810,672,1482,2,1,7,0,5,1934.0,2,1,400,0,0,2,2154,83,58,64.9953574744661,140000
60.0,5,1904,2002,0.0,3,2,3,0,650,2,958,581,1539,2,2,8,1,3,1983.0,2,2,686,70,78,2,2189,104,6,71.95066240292371,157500
82.0,6,1966,1966,183.0,3,1,3,312,1127,4,1165,0,1165,1,3,6,0,5,1966.0,1,2,490,0,129,3,2292,42,42,76.30890052356021,174900
